uidA,uidB,ConfidenceA,ConfidenceB,PPI_type
Q9UPT6,Q13200,63,64.29,0
Q96FK6,Q9H6J7,87.92,80.72,0
P30153,Q16787,95.15,,0
Q8NC60,Q99595,74.33,80.39,0
O75962,O60315,,,0
Q00610,Q53FE4,78.04,56.6,0
Q02878,O60502,83.32,76.46,0
O75069,P78560,61.42,80.19,0
Q13523,O95831,59.6,85.79,0
Q8WUB8,Q9NX18,71.34,84.2,0
O95832,Q14789,84.7,,0
O75689,O75534,96.02,79.98,0
P07900,P13385,85.47,68.13,0
P03950,Q9H095,90.44,72.42,0
P51671,Q9NXK8,87.98,89.21,0
P62701,Q92575,95.79,75.62,0
O95166,Q9UII2,94.82,80.22,0
P24844,P49771,83.55,82.04,0
Q03393,Q9HD15,96.14,76.78,0
Q8WWQ0,Q9Y2M5,66.74,89.34,0
O14678,Q96HL8,87.54,72.94,0
Q92782,Q99719,63.81,77.92,0
O43172,Q96BY9,82.32,68.47,0
Q9P2N6,O15530,61.16,80.12,0
Q15527,P11166,71.24,89.62,0
P53621,P68400,85.08,90.96,0
P43235,P78417,95.09,95.97,0
Q9Y6N7,Q92879,59.73,68.13,0
Q5T9K6,Q9UMR2,,,0
Q12852,Q9BXR0,60.92,94.13,0
P19793,P55774,76.51,87.74,0
Q8WVR3,Q96Q04,71.31,47.36,0
P60520,P52565,94.86,90.97,0
P08758,P56134,96.26,74.17,0
Q99832,P04183,89.04,82.31,0
Q9BRR6,P24394,91.47,55,0
P53350,P42568,85.17,63.87,0
P61769,Q13084,94.3,92.75,0
P49419,Q8WUM4,95.14,84.04,0
Q9Y2A0,Q15005,,,0
Q96B86,P18077,79.27,95.98,0
Q96R06,Q13216,63.81,91.67,0
Q4ZIN3,P78417,65.49,95.97,0
Q08117,P09466,75.62,87.19,0
Q9NPQ8,Q9NX18,90.53,84.2,0
Q8N9L1,Q8IXH7,59.21,86.86,0
Q99612,Q96M11,61.99,66.19,0
Q9UKR5,P48304,92.93,89.51,0
Q5BIV9,Q6ZRQ5,54.66,81.84,0
Q14695,Q9HB65,32.95,63.04,0
P68104,P13798,88.73,93.62,0
Q9BTT4,P40306,92.86,90.75,0
Q9NX95,O15031,55.65,82.71,0
Q9H492,Q96GD4,91.03,79.85,0
Q13574,Q99612,77.99,61.99,0
P09104,P23528,97.14,87.54,0
Q9NX08,O43927,87.62,84.13,0
Q14690,O43292,75.56,87.38,0
P51665,P60520,82.92,94.86,0
Q08117,O14678,75.62,87.54,0
P62917,P31942,94.87,62.06,0
Q8IWV7,P16435,85.06,91.17,0
P59665,P50336,73.82,95.37,0
Q8WWQ0,P11166,66.74,89.62,0
Q86XS8,Q86UP0,75.47,76.25,0
P04179,Q16864,93.49,87.49,0
Q08379,O95169,75.98,88.8,0
Q67FW5,P05154,94.43,85.73,0
Q9P0U0,P61970,52.96,95.2,0
Q15334,Q9Y230,80.77,84.33,0
Q99962,P62857,86.36,91.06,0
Q8IX03,P60903,61.5,91.79,0
Q96LX7,Q14761,69.37,58.35,0
O95832,Q13190,84.7,72,0
O15169,Q9UBW8,62.3,84.97,0
Q9BTV5,Q9UK32,88.23,75.76,0
Q96RR1,O75078,78.05,79.27,0
Q13123,Q96P50,68.83,76.48,0
P49368,Q9BQD7,89.09,82.65,0
Q969X0,P40306,77.5,90.75,0
O95630,O43379,84.91,61.37,0
P00797,O43147,85.61,71.11,0
Q9H8U3,P23416,69.64,84.44,0
O76024,P04899,74.1,94.31,0
P13686,Q9H6F5,94.94,62.81,0
Q9H832,Q96KR7-3,82.49,,0
Q13574,P60174,77.99,96.95,0
Q06323,O95166,90.64,94.82,0
P09467,Q8NDT2,94.37,61.13,0
P60228,Q8IX85,64.87,37.63,0
P22392,Q96KB5,97.65,84.91,0
P23416,O14717,84.44,87.32,0
Q96AC6,Q7L099,63.47,82.42,0
Q9Y5M8,Q93045,86.99,86.06,0
Q9ULJ1,P28328,81.35,81.08,0
Q96PU5,P32121,70.31,84.17,0
Q502X0,Q9C086,92.85,66.55,0
Q12873,Q6IA98,63.41,60.17,0
Q9BQ52,P63146,82.86,95.34,0
P02787,Q9GZW8,93.39,73.85,0
O60318,Q5MIZ7,64.75,76.58,0
O15062,P49368,50.87,89.09,0
Q16621,O60885,67.32,55.87,0
P39687,Q15038,79.8,57.87,0
Q9BSI4,P55854,61,81.55,0
P51671,Q9GZN7,87.98,89.59,0
P02792,Q9BPX5,97,89.18,0
Q7RU07,P50336,81.23,95.37,0
P37108,Q8N159,77.28,79.81,0
Q9NYQ7,Q96FF9,,,0
Q9NRX1,Q8N201,77.75,75.76,0
Q96AW1,P56134,66.04,74.17,0
O95782,Q9Y230,84.21,84.33,0
Q9ULH0,O75689,61.54,96.02,0
Q8TAQ2,Q14687,65.09,55.08,0
O14678,O75569,87.54,76.46,0
Q6IA17,Q9P287,76.02,79.08,0
P07196,Q69YN2,72.26,84.09,0
Q8N6T3,Q9GZW8,62.3,73.85,0
P08107,O15211,,,0
O43526,Q9UJD7,59.58,41.33,0
O95988,P01033,78.82,90.06,0
P58215,Q99567,83.91,79.59,0
Q14240,P11172,87.1,92.26,0
Q9UEU0,Q14147,83.78,80.83,0
Q9ULU8,Q96EA4,79,74.41,0
Q02878,Q9UK41,83.32,92.16,0
Q96RR1,P51397,78.05,70.37,0
Q9P2K9,Q07507,71.02,85.37,0
Q9Y3M9,P26641,74.66,86.44,0
P23416,Q15119,84.44,91.12,0
Q99963,P11464,88.79,86.67,0
O75947,Q149N8,86.31,71.34,0
Q96EP1,P11166,73.21,89.62,0
O96007,Q07507,84.6,85.37,0
P11169,Q96GD3,90.51,71.87,0
P29762,O43639,95.8,72.88,0
Q9BVG4,Q8N6T7,76.76,87.96,0
P05090,P53779,90.85,80.36,0
P78364,P23434,50.27,85.31,0
Q9HCE9,Q96SN8,63.99,60.17,0
O94967,Q6IBL2,69.22,,0
Q96CS7,Q15583,69.77,59.36,0
P32969,Q15390,94.08,65.74,0
P19256,Q9P0T7,83.66,73.22,0
Q9UQ90,P46778,74.43,94.07,0
Q9Y294,Q9Y483,85.05,71.3,0
P61769,Q86TW2,94.3,83.8,0
Q9NRN5,Q9P0W2,87.26,78.45,0
Q15181,P56192,96.01,90.47,0
P14091,Q9NWR8,87.36,75.34,0
Q96KS0,Q9UI14,68.41,81.99,0
P02792,P20264,97,57.84,0
P02766,Q8NCB2,88.93,73.07,0
O15239,Q15388,97.27,76.6,0
Q9ULU8,P78314,79,66.24,0
Q96FK6,Q9UBL3,87.92,77.25,0
P61254,A0JLT2,92.33,66.4,0
Q16643,P60903,63.04,91.79,0
Q9HB58,P58340,58.86,65.94,0
P61956,P47929,83.46,96.87,0
P02647,Q9NRN5,73.61,87.26,0
Q96AB3,P42568,95.27,63.87,0
O75348,Q9Y6G3,93.16,74.57,0
Q9NWV4,Q9NX09,97.03,71.16,0
Q9Y6N7,P16284,59.73,80.6,0
P18847,Q96FK6,77.06,87.92,0
Q9BZL4,Q9NPF8,67.23,92.31,0
Q9UHF5,P30086,79.12,97.32,0
Q9UI14,O14787,81.99,91.18,0
O75427,Q9BX70,67.02,85.02,0
Q9UFN0,P00742,90.3,79.85,0
P18669,P09211,94.12,98.07,0
Q9NWV4,P49750,97.03,43.51,0
Q9ULU8,P20674,79,88.11,0
Q8N357,Q9Y4W6,84.28,77.39,0
P13747,Q96SN8,87.9,60.17,0
Q5JVS0,Q9P0W2,56.69,78.45,0
P68104,Q96FE5,88.73,86.97,0
Q9Y4G2,Q9NUQ8,67.44,82.09,0
Q9BTW9,P49448,90.55,90.57,0
Q96CD2,Q969Z0,91.23,83.22,0
Q9NZ81,Q9UJX4,66.4,82.34,0
O43172,P53779,82.32,80.36,0
Q8NEV4,Q96L34,68.87,67.69,0
Q9NP59,P28328,80.51,81.08,0
Q9Y4P8,O00445,77.28,84.47,0
Q9Y478,Q9UFN0,78.36,90.3,0
Q9NRC8,P42330,89.13,96.51,0
Q9H8H0,Q9P1Z2,78.25,77.06,0
Q9Y2W2,O14777,63.65,78.61,0
Q15645,Q92990,86.98,88.43,0
Q9UHF5,Q06732,79.12,65.49,0
Q969W0,O14777,93.82,78.61,0
Q96PU5,O75899,70.31,77.78,0
O60671,P22532,89.08,76.66,0
P14902,P36405,93.4,93.26,0
P02792,Q96MC5,97,74.26,0
O76003,O60671,88.49,89.08,0
P16403,P61970,65.03,95.2,0
O95251,Q15910,73.53,76.6,0
P56181,Q9NQX7,72.7,76.53,0
Q8IZ48,Q9H1I8,54.8,78.05,0
Q96CD2,Q8IZL8,91.23,63.67,0
Q96GD3,Q9H5F2,71.87,67.09,0
Q7L5D6,Q96GM8,88.32,79.16,0
P00966,Q9NWR8,95.64,75.34,0
O00329,Q9BPX5,87.98,89.18,0
P11021,Q9HD67,90.33,76.86,0
Q9GZS3,Q6P4A2,96.54,61.71,0
P62310,Q96BK8,89.46,85.13,0
Q13501,Q15434,67.62,63.68,0
O43559,O95295,57.26,87.32,0
O95424,Q16760,70.3,72.1,0
Q9UKI2,O00303,59.37,75.84,0
Q92734,Q04446,60.73,96.14,0
Q15334,P17028,80.77,66.7,0
Q96G74,P13994,65.67,74.21,0
Q14524,Q9HCM3,68.14,44.85,0
O75822,Q6I9Y2,69.63,87.97,0
Q7Z7H8,P42772,83.49,90.76,0
Q96A33,Q86X76,77.25,88.61,0
P01111,Q13123,92.3,68.83,0
P22532,Q9HC74,76.66,44.57,0
Q06323,Q13158,90.64,71.55,0
P63244,Q13151,92.07,73.16,0
P63162,O43765,71.67,82.08,0
Q13387,Q13794,51.72,82.91,0
Q9BWH2,P26358,66.74,77.77,0
P35475,P68871,95.13,96.97,0
P09466,A1L0T0,87.19,94.71,0
P78364,Q14203,50.27,77.53,0
Q12852,Q12789,60.92,66.11,0
Q9NW97,O00305,60.07,72.26,0
O15230,P00390,,,0
Q9Y234,Q13510,91.38,92.05,0
Q13838,Q13510,85.6,92.05,0
P19419,Q12906,60.49,68.09,0
P04406,Q15388,98.17,76.6,0
Q9NQ34,Q16787,72.73,,0
Q9UBQ0,Q12809,96.55,63.81,0
Q99750,Q9Y2J2,50.71,59.12,0
Q6FI97,P06746,87.78,94.32,0
O14798,Q86UK7,72.46,64.25,0
Q4ZIN3,P49641,65.49,91.29,0
O95568,Q9HBT7,76.3,68.36,0
Q07666,O43240,65.65,80.68,0
Q9Y262,O43657,69.07,88.44,0
Q08495,Q12772,64.63,63.15,0
P35268,Q13227,84.92,64.13,0
O60512,P00491,88.72,94.05,0
P03950,Q9Y3C0,90.44,71.36,0
Q9NQ29,O75899,67.44,77.78,0
Q16643,Q96P48,63.04,75.35,0
Q6PK04,Q9UN74,75.01,74.12,0
O43252,P32249,93.56,86.6,0
P46779,P32249,92.37,86.6,0
Q969X0,Q8TB05,77.5,64.22,0
P14923,Q9NVP1,81.11,72.6,0
P60174,Q99732,96.95,71.57,0
P57060,P11464,81.61,86.67,0
Q01629,Q6IAV4,61.77,71.81,0
Q8IX03,Q9UFW8,61.5,76.29,0
O43504,O43427,96.55,92.48,0
Q07866,Q9BRR6,75.71,91.47,0
Q5T0N5,Q13625,79.96,61.68,0
Q00013,Q13263,79.17,67.51,0
Q8NC60,Q96L34,74.33,67.69,0
O14733,Q14203,77.45,77.53,0
P07196,Q9NYQ6,72.26,,0
P80098,P42568,85.58,63.87,0
Q92665,Q9Y6I3,66.12,65.01,0
Q8N5V2,O43772,72.01,88.25,0
Q9UKR5,Q5JVS0,92.93,56.69,0
P48664,O43252,80.27,93.56,0
Q8WVR3,O15209,71.31,52.71,0
P59998,Q8NC44,94.34,59.13,0
P45378,P18124,78.09,94.06,0
Q15819,Q5MIZ7,94.97,76.58,0
Q96HD1,P84090,81.59,95.9,0
Q9H6R7,Q6PD74,68.42,80.51,0
P29762,Q15119,95.8,91.12,0
Q9HCK4,Q9UPT9,67.17,83.95,0
Q8IYI8,P12931,62.35,84.51,0
O94953,Q9UJX4,71.26,82.34,0
O60256,Q9H6F5,87.4,62.81,0
P80098,Q6N063,85.58,94.05,0
P63000,Q9H6F5,93.7,62.81,0
P34896,Q6P1K2,96.61,88.27,0
Q99832,P08133,89.04,94.61,0
Q00013,Q86YV5,79.17,51.2,0
P08559,Q8N6T7,94.75,87.96,0
P06858,Q15038,91.21,57.87,0
Q8N1G1,P63220,59,95.04,0
O60512,P31943,88.72,62.77,0
Q9NQ29,Q9UPT9,67.44,83.95,0
Q96RN5,Q9UMS0,62.5,79.32,0
Q9Y2W2,Q6FI91,63.65,60.15,0
P11597,P16220,91.44,62.24,0
Q03393,P16152,96.14,97.92,0
Q9BWH2,Q96P48,66.74,75.35,0
O95897,P15880,84.16,81.76,0
Q9Y276,Q15155,87.18,80.52,0
Q8WVM8,Q9NXK8,85.96,89.21,0
Q9BVJ6,Q15907,66.27,86.09,0
Q8NBM4,P47736,72.39,71,0
Q9UKN7,P09211,,,0
P0CG47,Q16842,93.71,86.19,0
P53621,O43147,85.08,71.11,0
Q12873,O75899,63.41,77.78,0
Q9UNP9,Q9NX58,81.55,69.96,0
P43235,Q15843,95.09,91.13,0
P23246,P31943,69.4,62.77,0
P02794,Q9UKI2,95.77,59.37,0
Q6IBE6,Q9Y3A3,88.34,91.29,0
Q6IBE6,P50402,88.34,61.41,0
Q86VP1,Q03405,76.49,81.66,0
Q13227,P11464,64.13,86.67,0
O95639,Q96I34,75.83,73.71,0
Q15434,Q8TB05,63.68,64.22,0
Q9Y5U8,Q9NS87,91.74,72.02,0
Q9NRS6,Q969H8,73.21,88.7,0
P14902,Q9UBS3,93.4,64.89,0
P49642,Q9UBS4,92.91,84.09,0
Q9Y285,P62158,87.66,,0
O00273,Q5SZQ8,73.03,71.39,0
O95873,O43427,58.5,92.48,0
P67775,O95741,94.78,87.02,0
Q15486,O00757,50.18,93.78,0
Q8NCG7,O60443,73.66,76.63,0
O60493,Q9NRX3,89.45,84.64,0
Q96B86,P11274,79.27,65.59,0
Q7Z6L0,Q9UJX4,52.19,82.34,0
P61769,Q15181,94.3,96.01,0
Q6IBL2,P49441,,,0
P32456,Q8IUX8,89.23,67.16,0
Q86YP4,P20338,58.08,88.06,0
O60896,Q9Y6V7,88.16,87.31,0
Q96DI7,P63104,85.44,94.3,0
Q9NRN5,P15822,87.26,,0
P35080,O15258,95.56,79.28,0
Q9Y383,O14795,65.26,75.76,0
Q8IYL3,O95831,61.44,85.79,0
Q15605,O15525,,,0
Q9BPW8,Q13151,83.42,73.16,0
Q9BYC9,Q9Y4R8,91.47,85.13,0
Q92692,Q8NCC3,75.45,93.86,0
Q13523,O43390,59.6,69.29,0
Q9GZT6,Q92956,81.3,79.55,0
P19256,P32249,83.66,86.6,0
P14678,Q13084,71.45,92.75,0
Q9Y4P8,Q96P50,77.28,76.48,0
P00966,Q8WVM8,95.64,85.96,0
Q92990,Q69YN2,88.43,84.09,0
Q75LP0,P52756,,,0
Q07866,P45378,75.71,78.09,0
P30408,O95361,81.28,80.54,0
Q96DW6,P32004,83.47,79.35,0
Q9NY26,P31943,80.62,62.77,0
O43768,Q15388,68.6,76.6,0
Q01629,Q96NT1,61.77,67,0
Q9Y2A0,Q9BYN8,,,0
P46977,P50402,88.29,61.41,0
Q8N431,Q96DW6,85.95,83.47,0
Q96BK5,Q96C92,64.61,65.59,0
Q86YP4,Q8TCE6,58.08,90.71,0
Q8NFP7,Q9NVE7,90.06,87.69,0
Q8NB37,Q99732,94.66,71.57,0
Q6FIF0,Q8WVB3,72.21,93.51,0
Q8TBC3,Q9UNX4,74.66,84.42,0
Q6I9Y2,P19404,87.97,87.47,0
O14880,Q16363,92.84,74.34,0
Q7L5D6,Q15011,88.32,63.28,0
Q9UM54,P48304,79.36,89.51,0
Q12824,Q9UPT9,80.95,83.95,0
O95166,Q96CQ1,94.82,87.1,0
P67775,Q96L34,94.78,67.69,0
Q08495,Q9NPA5,64.63,,0
P02794,Q15393,95.77,92.53,0
Q6IAA8,Q9NXK8,79.48,89.21,0
P27449,Q9NX58,88.55,69.96,0
Q9H7V2,O95831,53.9,85.79,0
Q969R8,Q9UQB8,87.06,73.19,0
Q9HCC8,Q15758,90.59,79.59,0
P41567,O43374,81.74,86.55,0
Q9Y294,P24593,85.05,75.86,0
O76024,P78314,74.1,66.24,0
P39748,P51948,90.04,85.32,0
O60341,P11274,85.13,65.59,0
Q6FIE5,P51884,85.36,90.63,0
Q9Y383,O60671,65.26,89.08,0
P59665,Q15583,73.82,59.36,0
Q9UHR5,Q8IW50,65.91,64.04,0
Q7Z3C6,Q9NWN3,75.7,47.65,0
O60832,O14543,79.35,71.37,0
Q9NYQ7,Q02543,,,0
Q6GVN4,Q11203,67.63,91.43,0
Q8NBM4,Q15910,72.39,76.6,0
P68036,Q16864,94.42,87.49,0
Q9Y2W2,Q06732,63.65,65.49,0
P29692,P01033,73.43,90.06,0
Q9Y383,Q15393,65.26,92.53,0
Q8ND90,P19388,80.44,92.54,0
O60832,Q8N8D1,79.35,77.94,0
Q14240,P18206,87.1,87.12,0
Q8NCB2,P48304,73.07,89.51,0
P19419,Q9ULH0,60.49,61.54,0
P56470,O43292,90.86,87.38,0
Q9NQ34,P62306,72.73,90.06,0
P12956,P63208,84.24,90.26,0
O75439,O96013,87.39,70.75,0
P09936,Q15486,93.44,50.18,0
Q16658,Q96Q04,94.81,47.36,0
Q9P298,Q9ULX9,67.62,83.52,0
Q9NXB0,Q8NCC3,74.89,93.86,0
Q13574,P46531,77.99,57.5,0
Q99961,Q92956,83.88,79.55,0
Q8NE71,Q9HDC9,72.37,91.74,0
Q9BVI4,P46783,90,75.14,0
Q9BQ95,Q9UD71,72.92,66.04,0
O94967,Q13685,69.22,84.32,0
P02008,Q12809,97.83,63.81,0
Q9NWF9-3,Q16787,,,0
Q9C026,P60228,83.54,64.87,0
Q13151,Q9NPJ1,73.16,89.15,0
Q8WV44,O60315,72.09,50.25,0
Q66LE6,Q9UQB8,91.81,73.19,0
P51690,P60484,93.27,83.97,0
P29692,P42773,73.43,92.48,0
P51693,O00257,69.72,54.71,0
P12956,Q9NP72,84.24,85.64,0
Q13432,P28340,79.85,86.96,0
O15197,P17024,81.15,73.03,0
Q9H0H5,Q9HA47,69.86,84.11,0
Q15560,O43657,80.87,88.44,0
Q8NI70,Q92956,,,0
P09497,Q9HBT7,73.36,68.36,0
Q13216,P32121,91.67,84.17,0
O60318,Q9H5F2,64.75,67.09,0
Q96BK5,O75131,64.61,91.84,0
P49642,Q13510,92.91,92.05,0
Q7Z6J6,Q9H095,75.96,72.42,0
Q9UFW8,Q9UD71,76.29,66.04,0
Q99873,P57060,89.03,81.61,0
Q96GD4,P17028,79.85,66.7,0
O96007,P27635,84.6,94.87,0
Q92540,O15527,59.85,92.43,0
Q02978,P84077,86.66,83.14,0
O43837,Q8ND90,88.39,80.44,0
P52797,Q9H4M7,74.13,58.12,0
Q8N1G1,Q15907,59,86.09,0
Q6PI98,O15145,71.84,95.23,0
O75828,Q96A57,96.6,80.48,0
P49368,Q13541,89.09,71.29,0
Q96EP1,O75607,73.21,80.18,0
O75947,P05408,86.31,61.41,0
Q9NYS7,Q9NYQ6,85.35,,0
Q9H3H1,Q13765,85.67,73.39,0
Q6KC79,Q9BTE0,,,0
Q06323,Q9BUT9,90.64,65.9,0
Q5RL73,Q14151,68.86,55.83,0
Q99436,P16870,89.77,91.1,0
P51114,O00165,71,59.87,0
P02792,Q96RN5,97,62.5,0
O14798,O15304,72.46,76.63,0
P55789,Q9HD15,79.17,76.78,0
Q9HDC9,P20674,91.74,88.11,0
Q96BY9,Q14061,68.47,72.38,0
Q99436,Q96K62,89.77,63.86,0
Q5UIP0,P01270,53.77,72.72,0
P05060,Q9ULX9,48.68,83.52,0
O95149,P51671,83.34,87.98,0
P15822,P09211,,,0
Q96HD1,Q9P0Z9,81.59,94.42,0
Q15819,Q9UPT6,94.97,63,0
Q9BPX7,Q13263,89.39,67.51,0
Q99608,Q15119,69.43,91.12,0
P09104,P15090,97.14,96.04,0
P61247,Q9BUB7,84.38,73.04,0
P08865,P20674,79.95,88.11,0
O75689,P01909,96.02,88.71,0
Q9NUQ8,Q9UIM3,82.09,76.49,0
Q9BV94,Q9NPJ4,85.74,66.63,0
Q08379,P36542,75.98,87.85,0
Q9P289,Q96HL8,80.24,72.94,0
P07196,Q96FE5,72.26,86.97,0
P11802,Q9Y6M9,88.26,96.13,0
Q9H492,Q96P48,91.03,75.35,0
P61254,Q9UBI1,92.33,86.81,0
O95897,Q9UI14,84.16,81.99,0
O95873,Q08170,58.5,56.4,0
Q96GD3,Q9NQX7,71.87,76.53,0
Q9BTT4,Q9NS87,92.86,72.02,0
Q02978,Q92879,86.66,68.13,0
Q9UPT6,Q92997,63,60.02,0
Q96PU5,Q9BYD2,70.31,82.8,0
Q8IWR0,Q9Y2M5,70.82,89.34,0
Q9NPQ8,Q9Y6I3,90.53,65.01,0
Q9NZ81,O00231,66.4,83.22,0
Q5T9K6,Q13794,,,0
Q9UKY1,Q9HC52,62.19,63.81,0
O43379,Q16539,61.37,89.28,0
P53621,P24666,85.08,96.13,0
P06858,Q49AJ0,91.21,61.76,0
O96024,Q07912-1,85.41,,0
P07196,Q15155,72.26,80.52,0
Q9NWF9-3,Q8N2Y8,,,0
P68366,P46459,91.95,85.87,0
Q6T4P5,P22061,59.49,96.2,0
Q6IAA8,Q86TW2,79.48,83.8,0
P60842,Q86YD1,87.6,67.97,0
P51693,Q9BYN8,69.72,89.75,0
Q14690,P29074,75.56,77.3,0
Q96A73,Q9H0I3,59.43,82.52,0
Q9NYS7,Q9BUJ2,85.35,66.32,0
Q86XS8,O95989,75.47,87.98,0
Q96RL1,O43374,55.87,86.55,0
Q8WXK3,Q9UPT9,92.07,83.95,0
Q9NQW7,Q9NZM3,96.96,73.25,0
Q9NX46,Q86X76,95.75,88.61,0
P17174,Q03013,96.44,98.25,0
Q9P2N6,Q9NZM5,61.16,79.39,0
Q9GZP1,P62820,63.85,85.64,0
Q92692,Q8TBC4,75.45,93.2,0
O43379,Q9C0J8,61.37,56.55,0
P46527,Q96IZ7,70.87,58.6,0
O96007,P11464,84.6,86.67,0
O75380,Q9BUJ2,81.99,66.32,0
P07900,Q9NQX7,85.47,76.53,0
Q9BZI7,Q9UKK9,66.98,92.27,0
O95639,Q53HC0,75.83,74.04,0
P21964,P50454,93.99,91.74,0
Q8IX03,P22087,61.5,78.86,0
Q9Y3U8,Q9Y4P8,93.35,77.28,0
Q86YV9,Q53FE4,78.3,56.6,0
Q13885,P20962,92.11,61.5,0
Q6KC79,P61952,,,0
O15127,Q8NBJ7,77.73,91.34,0
P35268,Q9NXK8,84.92,89.21,0
B2RTY4,P14678,58.99,71.45,0
P84090,Q96A73,95.9,59.43,0
Q8NFP9,Q09028,,,0
Q9UBQ0,O43772,96.55,88.25,0
Q9UHY7,Q8N9T8,95.44,70.85,0
Q9NQW7,Q99759,96.96,67.2,0
P80098,O60333,85.58,66.04,0
O15062,Q9UMR2,50.87,81.7,0
O96007,Q04637,84.6,56.85,0
Q96RR1,P19387,78.05,92.13,0
P61956,P11166,83.46,89.62,0
P27707,P34896,89.48,96.61,0
Q15102,Q8TF65,95.14,82.92,0
P24844,Q15424,83.55,54.36,0
Q9NTM9,O15525,91.74,81.46,0
Q9BV94,Q9NZM3,85.74,73.25,0
Q00613,Q9NRL3,62.39,69.49,0
O14798,P48304,72.46,89.51,0
O76003,P16870,88.49,91.1,0
Q9H4K1,Q16612,86.75,65.87,0
Q9NWV4,Q16637,97.03,66.6,0
Q9Y421,Q15119,79.15,91.12,0
Q13243,Q6UWE0,63.4,79.21,0
Q6I9Y2,P11230,87.97,79.71,0
O15062,Q8N8Q3,50.87,90.83,0
Q00013,Q86YJ7,79.17,72.65,0
P32969,O43292,94.08,87.38,0
Q12788,O43390,84.93,69.29,0
P18669,O75427,94.12,67.02,0
O15530,Q08752,80.12,96.55,0
P43235,Q9H079,95.09,70.69,0
Q13574,Q9Y5V3,77.99,51.72,0
Q9Y3U8,P22061,93.35,96.2,0
Q6I9Y2,Q8IXH7,87.97,86.86,0
O95782,P51948,84.21,85.32,0
P30153,Q6ZRQ5,95.15,81.84,0
Q9H8M9,Q6FII1,64.38,94.52,0
Q9UPT6,P49593,63,87.65,0
P46379,Q13227,58.55,64.13,0
Q13352,Q92628,69.76,41.75,0
Q9NRS6,Q9BTE0,73.21,92.37,0
Q12889,P12236,70.76,91.79,0
Q13432,Q8NDT9,79.85,32.42,0
P60174,P27635,96.95,94.87,0
P06858,Q6IAM7,91.21,88.69,0
Q9NRH1,P50453,71.08,91.84,0
Q8IYL3,P82933,61.44,82.49,0
O95295,Q969R8,87.32,87.06,0
Q9Y3M9,P42568,74.66,63.87,0
P35475,P11166,95.13,89.62,0
Q08345,Q96RU7,77.77,78.02,0
Q99250,Q9BQD7,68.87,82.65,0
P52815,Q9Y3D7,69.52,89.47,0
O60341,Q9BY11,85.13,85.39,0
Q13216,Q13724,91.67,92.32,0
Q6PGQ7,P84077,50.73,83.14,0
P05388,P02545,80.63,77.47,0
Q6IAN1,O15209,37.53,52.71,0
O60262,Q9NQC3,91.21,41.53,0
Q9UKC9,P61970,92.66,95.2,0
P19793,Q9Y6H5,76.51,52.57,0
Q9Y421,Q13085,79.15,82.76,0
O95630,Q96KR7-3,84.91,,0
Q9NQW7,Q6UWE0,96.96,79.21,0
Q9Y2I6,Q9H1I8,67.65,78.05,0
Q9BPX7,Q13190,89.39,72,0
Q8N5W9,O43147,53.65,71.11,0
O95782,P45984,84.21,82.51,0
Q9NWB7,Q9BPX5,76.92,89.18,0
O00445,P02545,84.47,77.47,0
Q6PI98,Q15583,71.84,59.36,0
Q9C026,P17152,83.54,78.23,0
O60383,P62424,66.52,91.28,0
Q9H840,Q15388,81.92,76.6,0
Q12962,P34913,69.42,93.61,0
Q93091,P09669,90.45,94.87,0
Q9UFW8,Q9NUT2,76.29,78.06,0
P49321,P02545,58.28,77.47,0
P29074,Q09028,77.3,92.17,0
Q8WY91,O95149,68.62,83.34,0
Q67FW5,Q96MC5,94.43,74.26,0
Q12809,Q15907,63.81,86.09,0
P54105,Q9H9J2,75.05,88.37,0
Q9H8M9,O43390,64.38,69.29,0
O00273,Q9UGL9,73.03,52.33,0
Q9Y2W2,Q9NPA8,63.65,93.86,0
P32969,Q53FA7,94.08,96.97,0
Q9UI14,P62158,81.99,,0
Q9H213,Q12988,67.45,72.12,0
Q8NE71,P61970,72.37,95.2,0
O95704,Q6ZUH1,65.18,43.33,0
O96007,Q13085,84.6,82.76,0
A5PKW4,P28340,56.4,86.96,0
O75528,Q06830,75.47,97.19,0
Q9UI12,Q13724,88.04,92.32,0
P23284,Q12988,91.93,72.12,0
O60512,O75381,88.72,68.18,0
P61956,Q14790,83.46,81.49,0
Q9Y262,P48357,69.07,66.46,0
P42858,O96013,,,0
P18858,Q9NY59,76.87,76.64,0
P08758,P10916,96.26,83.36,0
Q9NRN5,O75899,87.26,77.78,0
P59665,Q69YN2,73.82,84.09,0
Q13275,Q6UW56,84.12,87.34,0
P05023,Q8NA92,88.7,72.82,0
O76061,Q9NYS7,73.3,85.35,0
Q6T4P5,Q14147,59.49,80.83,0
P11597,Q6I9Y2,91.44,87.97,0
P14314,P20674,84.55,88.11,0
Q13148,Q96HS1,66.64,85.85,0
Q9P0U0,P26885,52.96,89.86,0
Q5RL73,P32004,68.86,79.35,0
P22459,O43719,70.19,59.74,0
Q9UFN0,P55212,90.3,85.26,0
Q9Y277,Q9NYY3,95.56,77.46,0
Q96QE5,Q96HL8,81.37,72.94,0
Q15233,Q15758,77.81,79.59,0
Q9P2K9,P55769,71.02,95.05,0
Q9UPY8,Q6EER8,80.12,,0
Q13011,Q86XS8,88.77,75.47,0
O43526,Q9UK41,59.58,92.16,0
