uidA,uidB,ConfidenceA,ConfidenceB,PPI_type,MMGBSA_1,MMGBSA_2,MMGBSA_3,MMGBSA_4,MMGBSA_5,MMGBSA_6,MMGBSA_7,MMGBSA_8,MMGBSA_9,MMGBSA_10,AVERAGE_3,AVERAGE_5,AVERAGE_10
P61769,Q15181,94.3,96.01,0,-60.03,-52.61,-50.9,-44.83,-39.63,-35.01,-27.92,-22.74,-18.44,-16.53,-54.51333333,-49.6,-36.864
O60896,Q9Y6V7,88.16,87.31,0,-68.36,-67.03,-55.15,-53.62,-47.17,-46.69,-44.97,-40.19,-34.21,-20.56,-63.51333333,-58.266,-47.795
Q96DI7,P63104,85.44,94.3,0,-74.31,-53.05,-45.98,-44.9,-40.39,-39.94,-32.76,-29.3,-29.3,-27.26,-57.78,-51.726,-41.719
Q9BYC9,Q9Y4R8,91.47,85.13,0,-71.98,-58.93,-55.62,-47.35,-38.08,-37.91,-37.79,-30.26,-26.18,-11.63,-62.17666667,-54.392,-41.573
P19256,P32249,83.66,86.6,0,-83.7,-78.43,-74.72,-73.83,-63.59,-61.44,-60.24,-57.42,-57.06,130.47,-78.95,-74.854,-47.996
P00966,Q8WVM8,95.64,85.96,0,-51.22,-45.1,-41.92,-36.61,-36.24,-35.21,-32.89,-31.37,-24.5,-14.25,-46.08,-42.218,-34.931
Q92990,Q69YN2,88.43,84.09,0,-64.89,-45.56,-42.34,-34.66,-32.17,-26.72,-26.13,-25.37,-24.84,-23.88,-50.93,-43.924,-34.656
P30408,O95361,81.28,80.54,0,-96.15,-93.38,-64.55,-60.33,-57.76,-57.09,-48.95,-46.69,-42.47,-37.14,-84.69333333,-74.434,-60.451
Q8N431,Q96DW6,85.95,83.47,0,-58.72,-56.54,-54.45,-49.71,-48.02,-43.1,-37.99,-33.36,-31.78,-30.62,-56.57,-53.488,-44.429
Q8NFP7,Q9NVE7,90.06,87.69,0,-60.77,-45.03,-38.51,-37.19,-37.11,-36.18,-30.27,-28.22,-21.05,-0.88,-48.10333333,-43.722,-33.521
Q6I9Y2,P19404,87.97,87.47,0,-66.53,-50.01,-43.66,-42.96,-42.16,-40.23,-38.77,-37.28,-33.07,-22.81,-53.4,-49.064,-41.748
Q12824,Q9UPT9,80.95,83.95,0,-71.88,-71.25,-65.61,-47.49,-43.39,-40.06,-39.55,-36.4,-25.85,-6.67,-69.58,-59.924,-44.815
O95166,Q96CQ1,94.82,87.1,0,-68.28,-66.55,-60.74,-49.49,-46.98,-42.93,-41.51,-41.11,-38.44,-33.87,-65.19,-58.408,-48.99
P02794,Q15393,95.77,92.53,0,-49.34,-35.9,-34.74,-33.82,-32.28,-29.52,-25.52,-25.43,-21.25,-14.3,-39.99333333,-37.216,-30.21
P41567,O43374,81.74,86.55,0,-74.01,-45.59,-42.93,-41.95,-41.88,-38.38,-35,-34.52,-29.88,-22.51,-54.17666667,-49.272,-40.665
P39748,P51948,90.04,85.32,0,-66.45,-63.87,-53.33,-49.3,-45.69,-41.12,-30.06,-29.51,-25.9,-20.15,-61.21666667,-55.728,-42.538
Q6FIE5,P51884,85.36,90.63,0,-44.1,-39.9,-37.56,-35.79,-35.71,-28.69,-26.81,-24.75,-13.22,-5.69,-40.52,-38.612,-29.222
P68036,Q16864,94.42,87.49,0,-53.19,-47.82,-45.17,-42.86,-40.74,-32.93,-27.44,-20.65,-19.14,-18.37,-48.72666667,-45.956,-34.831
Q8ND90,P19388,80.44,92.54,0,-54.29,-51.24,-49.2,-48.37,-43.55,-42.91,-37.16,-34.99,-16.53,-15.1,-51.57666667,-49.33,-39.334
Q14240,P18206,87.1,87.12,0,-65.35,-63.71,-60.2,-59.89,-44.14,-24.01,-20.11,-17.14,-16.99,-14.66,-63.08666667,-58.658,-38.62
P56470,O43292,90.86,87.38,0,-89.4,-63.14,-62.15,-56.8,-53.97,-42.2,-38.92,-38.11,-36.49,-23.64,-71.56333333,-65.092,-50.482
P12956,P63208,84.24,90.26,0,-60.93,-51.34,-46.99,-37.45,-34.08,-33.4,-31.46,-29.14,-19.07,-12.46,-53.08666667,-46.158,-35.632
P51690,P60484,93.27,83.97,0,-73.55,-56.87,-55.53,-54.32,-51.66,-46.1,-41.85,-36.29,-29.9,-18.75,-61.98333333,-58.386,-46.482
P12956,Q9NP72,84.24,85.64,0,-52,-50.09,-41.76,-39.69,-36.7,-36.54,-19.23,-16.28,-6.35,-4.46,-47.95,-44.048,-30.31
Q15560,O43657,80.87,88.44,0,-72.5,-61.44,-53.67,-48.95,-47.9,-47.61,-46.34,-44.4,-37.32,-19.75,-62.53666667,-56.892,-47.988
Q13216,P32121,91.67,84.17,0,-59.4,-57.59,-53.43,-43.52,-31.72,-28.06,-27.88,-27.76,-26.51,-25.12,-56.80666667,-49.132,-38.099
P49642,Q13510,92.91,92.05,0,-66.7,-60.47,-60.22,-53.54,-50.52,-47.51,-39.67,-37.73,-32.75,-24.75,-62.46333333,-58.29,-47.386
Q99873,P57060,89.03,81.61,0,-45.97,-45.46,-45.32,-43.23,-40.09,-32.33,-31.65,-29.56,-25.39,-16.06,-45.58333333,-44.014,-35.506
O96007,P27635,84.6,94.87,0,-71.87,-59.13,-51.24,-42.98,-41.08,-35.47,-31.46,-30.39,-22.86,-14.23,-60.74666667,-53.26,-40.071
Q02978,P84077,86.66,83.14,0,-67.2,-61.68,-60.48,-54.76,-52.18,-48.38,-47.02,-46.09,-44.87,-35.73,-63.12,-59.26,-51.839
O43837,Q8ND90,88.39,80.44,0,-56.3,-55.24,-50.18,-42.34,-35.86,-32.81,-32.19,-31.62,-30.26,-21.73,-53.90666667,-47.984,-38.853
O75828,Q96A57,96.6,80.48,0,-56.01,-46.4,-45.69,-44.93,-38.87,-38.13,-37.27,-36.07,-33.74,-27.98,-49.36666667,-46.38,-40.509
Q99436,P16870,89.77,91.1,0,-81.33,-66.57,-57.21,-55.38,-46.63,-40.41,-39.85,-25.59,-25.45,-24.27,-68.37,-61.424,-46.269
Q9HDC9,P20674,91.74,88.11,0,-56.94,-48.19,-44.4,-40.3,-40.19,-39.11,-36.09,-34.46,-30.37,-16.15,-49.84333333,-46.004,-38.62
O95149,P51671,83.34,87.98,0,-68.54,-43.31,-40.29,-39.22,-37.28,-37.05,-36.37,-34.1,-29.53,-28.86,-50.71333333,-45.728,-39.455
Q96HD1,Q9P0Z9,81.59,94.42,0,-59.58,-47.31,-47.29,-46.43,-44.21,-39.9,-39.54,-25.96,-24.4,-4.33,-51.39333333,-48.964,-37.895
P09104,P15090,97.14,96.04,0,-79.65,-42.69,-31.97,-28.95,-26.31,-25.02,-23.25,-20.56,-13.4,-12.53,-51.43666667,-41.914,-30.433
O75689,P01909,96.02,88.71,0,-57.37,-51.41,-44.73,-41.22,-36.75,-36.68,-32.5,-30.98,-30.37,-20.33,-51.17,-46.296,-38.234
P11802,Q9Y6M9,88.26,96.13,0,-74.02,-73.42,-62.33,-58.82,-58.49,-55.54,-46.94,-37.62,-37.1,-30.57,-69.92333333,-65.416,-53.485
P61254,Q9UBI1,92.33,86.81,0,-88.7,-46.96,-44.23,-41.42,-34,-30.77,-30.47,-28.77,-25.33,-21.76,-59.96333333,-51.062,-39.241
O95897,Q9UI14,84.16,81.99,0,-73.32,-68.27,-64.92,-63.09,-57.19,-56.31,-52.46,-50.83,-49.98,-41.81,-68.83666667,-65.358,-57.818
P53621,P24666,85.08,96.13,0,-87.61,-79.1,-62.58,-56.27,-51.11,-51.06,-49.87,-47.58,-42.22,-22.47,-76.43,-67.334,-54.987
P68366,P46459,91.95,85.87,0,-61.2,-41.82,-32.87,-31.85,-25.17,-23.48,-22.86,-19.46,-12.33,2.68,-45.29666667,-38.582,-26.836
Q8WXK3,Q9UPT9,92.07,83.95,0,-46.88,-46.51,-46.27,-42.65,-40.4,-36.28,-31,-30.06,-20.35,-15.38,-46.55333333,-44.542,-35.578
Q9NX46,Q86X76,95.75,88.61,0,-72.24,-68.82,-50.79,-48.7,-45.87,-43.91,-41.08,-36.98,-33.11,-29.56,-63.95,-57.284,-47.106
P17174,Q03013,96.44,98.25,0,-70.87,-53.52,-50.48,-44.81,-41.44,-40.16,-37.84,-34.41,-23.82,-22,-58.29,-52.224,-41.935
O96007,P11464,84.6,86.67,0,-48.67,-46.86,-46.13,-44.47,-44.37,-41.02,-39.41,-32.42,-28.42,-23.18,-47.22,-46.1,-39.495
P21964,P50454,93.99,91.74,0,-65.9,-35.79,-35.54,-34.29,-31.53,-30.87,-28.6,-25.71,-21.81,-21.57,-45.74333333,-40.61,-33.161
P35268,Q9NXK8,84.92,89.21,0,-56.1,-50.37,-48.17,-39.81,-39.29,-38.11,-37.5,-22.57,-21.36,-21.32,-51.54666667,-46.748,-37.46
Q9UBQ0,O43772,96.55,88.25,0,-76.88,-68.58,-68,-66.29,-62.34,-55.68,-51.83,-50.52,-40.36,-34.57,-71.15333333,-68.418,-57.505
P61956,P11166,83.46,89.62,0,-50.63,-43.83,-43.47,-38.94,-36.21,-34.5,-33.61,-32.63,-32.44,-31.56,-45.97666667,-42.616,-37.782
P27707,P34896,89.48,96.61,0,-56.83,-56.58,-56.46,-49.71,-39.51,-36.4,-29.42,-27.33,-22.08,-20.68,-56.62333333,-51.818,-39.5
Q15102,Q8TF65,95.14,82.92,0,-69.74,-61.36,-42.34,-38.98,-38.27,-34.28,-33.07,-28.92,-20.75,-20.45,-57.81333333,-50.138,-38.816
Q9NTM9,O15525,91.74,81.46,0,-58.31,-55.72,-47.11,-41.17,-38.56,-37.99,-33.07,-32,-31.66,-21.81,-53.71333333,-48.174,-39.74
O76003,P16870,88.49,91.1,0,-74.47,-63.57,-54.54,-39.59,-33.06,-31.3,-28.86,-20.95,-12.01,-8.69,-64.19333333,-53.046,-36.704
P32969,O43292,94.08,87.38,0,-67.8,-60.98,-56.87,-56.18,-49.57,-45.6,-38.08,-31.51,-28.92,-27.83,-61.88333333,-58.28,-46.334
O15530,Q08752,80.12,96.55,0,-55.26,-54.23,-41.29,-30.89,-29.07,-27.16,-24.43,-17.83,-16.49,-13.41,-50.26,-42.148,-31.006
Q9Y3U8,P22061,93.35,96.2,0,-68.06,-67.2,-42.96,-40.61,-38.9,-37.82,-35.38,-34.43,-33.65,-20.98,-59.40666667,-51.546,-41.999
Q6I9Y2,Q8IXH7,87.97,86.86,0,-69.9,-53.39,-52.28,-46.41,-46.05,-39.25,-35.56,-35.56,-32.97,-31.37,-58.52333333,-53.606,-44.274
O95782,P51948,84.21,85.32,0,-86.81,-68.51,-60.67,-56.47,-48.15,-41.78,-39.48,-32.48,-24.51,-23.37,-71.99666667,-64.122,-48.223
P30153,Q6ZRQ5,95.15,81.84,0,-44.15,-38.62,-37.47,-37.13,-34.84,-30.75,-25.56,-24.08,-17.29,-15.77,-40.08,-38.442,-30.566
P60174,P27635,96.95,94.87,0,-51.4,-49.25,-44.87,-43.9,-37.67,-36.58,-32.88,-28.23,-19.42,-17.18,-48.50666667,-45.418,-36.138
P06858,Q6IAM7,91.21,88.69,0,-80.27,-77.26,-75.37,-55.32,-54.03,-52.25,-51.82,-50.89,-42.25,-36.65,-77.63333333,-68.45,-57.611
O95295,Q969R8,87.32,87.06,0,-55.06,-50.73,-48.95,-45.46,-41.27,-38.18,-37.95,-32.94,-32.6,-31.87,-51.58,-48.294,-41.501
P35475,P11166,95.13,89.62,0,-90.48,-75.05,-73.21,-69.15,-63.57,-52.17,-46.32,-44.85,-44.49,-44.32,-79.58,-74.292,-60.361
O60341,Q9BY11,85.13,85.39,0,-46.97,-46.67,-41.26,-38.84,-36.47,-30.79,-28.17,-21.63,-17.63,-10.98,-44.96666667,-42.042,-31.941
Q13216,Q13724,91.67,92.32,0,-102.8,-72.57,-65.69,-63.44,-62.68,-52.98,-45.55,-30.73,-27.55,-4.84,-80.35333333,-73.436,-52.883
Q9UKC9,P61970,92.66,95.2,0,-47.58,-42.95,-38.74,-37.64,-36.53,-35.71,-34.81,-32.5,-32.48,-22.22,-43.09,-40.688,-36.116
O95782,P45984,84.21,82.51,0,-66.4,-57.15,-51.22,-50.64,-48.54,-44.97,-40.09,-33.81,-22.97,-9.73,-58.25666667,-54.79,-42.552
Q93091,P09669,90.45,94.87,0,-48.06,-47.76,-46.12,-45.91,-45.39,-45.03,-41.55,-41.53,-38.42,-33.97,-47.31333333,-46.648,-43.374
P32969,Q53FA7,94.08,96.97,0,-57.86,-41.53,-37,-35.84,-35.37,-33.15,-28.48,-23.84,-21.09,-14.85,-45.46333333,-41.52,-32.901
O96007,Q13085,84.6,82.76,0,-56.23,-52.73,-52.72,-48.46,-38.96,-36.18,-28.77,-27.95,-23.75,-20.61,-53.89333333,-49.82,-38.636
Q9UI12,Q13724,88.04,92.32,0,-63.87,-63.81,-63.53,-62.03,-57.58,-51.12,-35.54,-31.88,-26.55,-11.84,-63.73666667,-62.164,-46.775
P61956,Q14790,83.46,81.49,0,-47.06,-39.16,-38.11,-37.28,-31.97,-29.48,-27.4,-25.76,-24.85,-24.19,-41.44333333,-38.716,-32.526
P08758,P10916,96.26,83.36,0,-52.42,-49.42,-44.51,-36.04,-35.97,-34.6,-33.86,-29.17,-27.2,-19.76,-48.78333333,-43.672,-36.295
Q13275,Q6UW56,84.12,87.34,0,-68.26,-65.08,-64.72,-54.02,-47.36,-47.05,-42.83,-41.91,-41.55,-32.63,-66.02,-59.888,-50.541
P11597,Q6I9Y2,91.44,87.97,0,-73.02,-65.65,-59.87,-54.83,-48.43,-39.81,-39.72,-34.69,-27.64,-21.64,-66.18,-60.36,-46.53
P14314,P20674,84.55,88.11,0,-54.67,-46.59,-44.53,-43.34,-40.13,-38.76,-34.67,-30.97,-29,-20.03,-48.59666667,-45.852,-38.269
Q9UFN0,P55212,90.3,85.26,0,-62.99,-62.9,-55.6,-47.78,-46.26,-44.22,-44.16,-43.35,-36.05,-19.41,-60.49666667,-55.106,-46.272
P56470,Q13045,90.86,81.25,0,-67.97,-42.5,-36.9,-32.06,-30.72,-28.7,-22.4,-18.5,-14.44,7.09,-49.12333333,-42.03,-28.71
P53350,O00231,85.17,83.22,0,-62.43,-53.91,-51.22,-50.14,-46.79,-46.42,-37.8,-28.94,-12.96,-12.59,-55.85333333,-52.898,-40.32
O43172,Q96N11,82.32,83.11,0,-64.75,-55.08,-48.16,-48,-44.1,-43.2,-39.98,-37.36,-35.12,-33.81,-55.99666667,-52.018,-44.956
P63000,Q9GZP4,93.7,84.15,0,-69.61,-54.07,-52.01,-45.28,-40.9,-37.76,-37.74,-35.72,-32.41,-32.03,-58.56333333,-52.374,-43.753
Q9GZT6,Q9NXK8,81.3,89.21,0,-86.79,-68.25,-55.95,-55.86,-51.96,-42.56,-42.42,-41.02,-38.72,-35.48,-70.33,-63.762,-51.901
Q8NFP7,Q9Y3D7,90.06,89.47,0,-63.2,-62.22,-60.61,-46.85,-39.68,-36.32,-36.01,-34.41,-30.96,-29.73,-62.01,-54.512,-43.999
Q96CD2,P69905,91.23,98.03,0,-42.93,-40.89,-39.58,-37.9,-36.47,-32.84,-32.51,-32.41,-32.35,-26.94,-41.13333333,-39.554,-35.482
Q9NP59,Q11203,80.51,91.43,0,-78.96,-75.53,-73.17,-66.23,-65.55,-62.97,-57.37,-56.46,-55.81,-46.75,-75.88666667,-71.888,-63.88
Q15262,Q9Y3A3,83.41,91.29,0,-62.27,-52.69,-50.46,-45.03,-43.55,-39.7,-39.56,-31.55,-28.03,-21.71,-55.14,-50.8,-41.455
P05388,Q9GZN7,80.63,89.59,0,-72.83,-51.16,-43.8,-41.4,-38.63,-38.12,-37.81,-30.01,-27.51,-23.15,-55.93,-49.564,-40.442
P09960,P23921,96.58,92.33,0,-40.63,-39.61,-38.66,-30.89,-30.88,-24.93,-18.5,-16.73,-9.6,1.89,-39.63333333,-36.134,-24.854
Q9BXR0,Q9Y6V7,94.13,87.31,0,-70,-61.6,-61.31,-49.5,-47.46,-43.49,-38.58,-36.24,-35.33,-20.89,-64.30333333,-57.974,-46.44
Q16842,Q9UNE7,86.19,89.79,0,-70.17,-61.14,-54.31,-52.02,-51.02,-48.74,-45.49,-44.97,-30.88,-6.78,-61.87333333,-57.732,-46.552
Q9GZT6,Q9UBW8,81.3,84.97,0,-67.62,-62.32,-58.7,-56.8,-49.4,-48.03,-41.9,-40.27,-34.48,-19.95,-62.88,-58.968,-47.947
O00458,P07858,84.62,91.84,0,-52.19,-46.28,-42.83,-40.63,-38.62,-35.16,-31.92,-30.68,-28.72,-22.27,-47.1,-44.11,-36.93
Q9NVJ2,Q969U7,91.32,92.6,0,-64.73,-55.85,-55.49,-53.66,-46.05,-42.11,-35.28,-33.43,-28.96,-26.41,-58.69,-55.156,-44.197
Q13216,P16435,91.67,91.17,0,-60.84,-56.45,-53.58,-41.34,-39.28,-35.79,-33.81,-31.98,-25.74,-23.79,-56.95666667,-50.298,-40.26
Q16531,Q8NBJ7,91.96,91.34,0,-58.79,-57.96,-56.29,-53.81,-50.63,-49.83,-48.92,-45.07,-43.02,-39.4,-57.68,-55.496,-50.372
P49703,Q9UNX4,89.97,84.42,0,-68.46,-63.38,-50.7,-44.81,-41.26,-38.2,-32.54,-28.83,-19.49,-17.87,-60.84666667,-53.722,-40.554
Q9NTK5,P52565,88.96,90.97,0,-47.72,-36.51,-36.43,-32.44,-29.77,-27.74,-26.52,-25.78,-20.98,-10.73,-40.22,-36.574,-29.462
Q6FI97,Q9NWZ3,87.78,83.86,0,-70.47,-63.38,-52.53,-44.72,-37.34,-37.3,-32.98,-21.46,-21.23,-18.6,-62.12666667,-53.688,-40.001
P09960,P62820,96.58,85.64,0,-78.91,-54.35,-52.04,-43.02,-39.73,-39.29,-38.18,-29.83,-23.37,-12.64,-61.76666667,-53.61,-41.136
O60341,Q6IBE6,85.13,88.34,0,-54.55,-48.72,-48.63,-47.09,-40.58,-40.07,-37.8,-28.23,-24.11,6308.66,-50.63333333,-47.914,593.888
Q13885,Q9H832,92.11,82.49,0,-73.83,-35.87,-35.49,-35.2,-33.63,-28.3,-25.72,-25.58,-18.53,-8.9,-48.39666667,-42.804,-32.105
O00755,Q9NX18,88.76,84.2,0,-62.81,-60.2,-40.68,-39.32,-39.24,-38.03,-38.02,-37.08,-36.16,-34.13,-54.56333333,-48.45,-42.567
Q9NTK5,Q66LE6,88.96,91.81,0,-75.92,-64.54,-58.68,-40.97,-38.52,-28.87,-13.3,-13.05,-7.98,-4.49,-66.38,-55.726,-34.632
O60262,Q9BZD4,91.21,89.43,0,-70.33,-55.56,-52.39,-49.24,-47.15,-45.29,-40.25,-35.15,-34.75,-27.22,-59.42666667,-54.934,-45.733
Q14790,P21673,81.49,96.5,0,-56.04,-55.28,-52.73,-44.36,-41.4,-31.23,-30.42,-22.58,-20.83,-19.02,-54.68333333,-49.962,-37.389
P63000,P62826,93.7,88.83,0,-63.93,-55.56,-52.89,-51.09,-50.66,-41.05,-40.44,-38.17,-37.7,-33.32,-57.46,-54.826,-46.481
O15228,P61970,88.93,95.2,0,-58.13,-57.15,-53.76,-50.72,-46.38,-40.45,-35.59,-32.57,-29.73,-28.28,-56.34666667,-53.228,-43.276
Q9NP59,P55854,80.51,81.55,0,-70.41,-68.71,-54.22,-52.68,-46.31,-42.75,-36.62,-34.68,-29.87,-24.59,-64.44666667,-58.466,-46.084
O96024,P09669,85.41,94.87,0,-68.53,-64.95,-63.99,-58.21,-57.38,-56.82,-56.49,-52.15,-49.19,-46.04,-65.82333333,-62.612,-57.375
P35268,P22392,84.92,97.65,0,-52.37,-50.38,-49.07,-42.74,-42.46,-37.89,-37.2,-31.18,-23.33,-19.53,-50.60666667,-47.404,-38.615
Q9NY33,P30044,95.55,86.18,0,-66.62,-52.98,-51.7,-50.46,-34.05,-32.39,-31.18,-29.66,-26.48,-13.28,-57.1,-51.162,-38.88
Q15836,Q6IAN0,92.18,92.85,0,-56.93,-55.52,-52.71,-52.17,-51.01,-48.99,-41.54,-38.46,-35.33,-34,-55.05333333,-53.668,-46.666
P60660,Q16864,95.37,87.49,0,-49.37,-46.4,-45.18,-36.4,-36.04,-32.83,-22.88,-20.26,-10.42,-7.38,-46.98333333,-42.678,-30.716
O60341,Q32NB8,85.13,85.25,0,-82.99,-68.74,-60.6,-59.65,-59.07,-59.02,-52.72,-43.9,-41.36,-35.32,-70.77666667,-66.21,-56.337
P14902,O14678,93.4,87.54,0,-61.4,-58.87,-55.97,-46.23,-36.88,-33.73,-29.46,-27.63,-25.86,-25.73,-58.74666667,-51.87,-40.176
Q9BPW8,P00797,83.42,85.61,0,-61.53,-59.93,-48.86,-48.61,-45.87,-40.52,-34.01,-32.29,-28.97,-28.64,-56.77333333,-52.96,-42.923
O00329,O60925,87.98,93.21,0,-51.52,-42.54,-42.32,-41.2,-37.2,-37.16,-36.75,-21.18,-19.74,-18.74,-45.46,-42.956,-34.835
P30086,P04843,97.32,90.73,0,-83.53,-57.38,-52.33,-52.02,-51.13,-48.75,-43.34,-40.62,-28.1,-24.15,-64.41333333,-59.278,-48.135
P14222,Q9BTT6,91.08,85.57,0,-51.19,-49.3,-44.5,-40.54,-35.66,-35.52,-31.97,-28.27,-20.73,-19.87,-48.33,-44.238,-35.755
Q9Y294,Q9GZN7,85.05,89.59,0,-68.92,-45.99,-43.38,-40.73,-39.65,-37.82,-36.84,-31.75,-29.88,-22.39,-52.76333333,-47.734,-39.735
P67775,P05231,94.78,86.04,0,-50.4,-47.5,-46.87,-46.4,-44.1,-40.67,-37.69,-36.25,-22.65,-21.58,-48.25666667,-47.054,-39.411
Q99962,P00505,86.36,94.75,0,-64,-50.84,-48.4,-43.25,-41.25,-38.33,-34.3,-32.33,-29.77,-1.73,-54.41333333,-49.548,-38.42
Q15836,Q03013,92.18,98.25,0,-67.01,-63.2,-57.58,-54.07,-53.91,-51.72,-43.85,-39.48,-37.69,-36.47,-62.59666667,-59.154,-50.498
P63208,P50453,90.26,91.84,0,-55.5,-43.63,-36.43,-35.32,-32.07,-26.08,-24.8,-20.05,-18.96,-16.45,-45.18666667,-40.59,-30.929
P61247,P34913,84.38,93.61,0,-61.89,-54.68,-53.97,-49.57,-47.77,-45.01,-39.11,-30.5,-25.99,-19.44,-56.84666667,-53.576,-42.793
O00329,Q13510,87.98,92.05,0,-81.52,-68.5,-63.11,-54.94,-49.2,-46.49,-42.02,-37.68,-29.65,-28.96,-71.04333333,-63.454,-50.207
P06858,Q6ZRQ5,91.21,81.84,0,-59.48,-58.66,-54.03,-52.91,-50.63,-43.33,-43.08,-35.42,-31.5,-22.62,-57.39,-55.142,-45.166
Q9NRC8,Q9UNE7,89.13,89.79,0,-62.86,-59.36,-50.15,-49.18,-46.87,-38.86,-32.2,-30.85,-30.02,-25.38,-57.45666667,-53.684,-42.573
Q9UPY8,P26447,80.12,85.19,0,-66.29,-58.96,-43.7,-41.37,-40.3,-38.23,-35.34,-34.75,-34.27,-31.7,-56.31666667,-50.124,-42.491
Q9UNP9,Q9ULC4,81.55,97.23,0,-44.59,-40.32,-29.6,-26.44,-24.4,-22.1,-21.04,-19.16,-18.97,-15.76,-38.17,-33.07,-26.238
Q53H47,P04844,83.38,89.5,0,-77.32,-72.56,-52.9,-51.28,-49.48,-48.43,-40.28,-32.28,-31.73,-22.73,-67.59333333,-60.708,-47.899
P15927,O14832,80.68,87.18,0,-78.95,-56.09,-49.81,-43.41,-42.77,-38.26,-36.09,-35.51,-21.66,-19.17,-61.61666667,-54.206,-42.172
P84090,P60903,95.9,91.79,0,-49.9,-40.1,-38.14,-37.14,-36.73,-34.93,-29.88,-28.85,-27.76,-24.9,-42.71333333,-40.402,-34.833
O95163,Q969U7,84.13,92.6,0,-60.1,-56.32,-53.67,-47.54,-39.11,-36.91,-33.26,-31.7,-25.03,-21.68,-56.69666667,-51.348,-40.532
P11802,Q96SI1,88.26,83.29,0,-69.92,-68.88,-61.37,-56.41,-54.34,-43.6,-43.03,-39.59,-38.95,25.17,-66.72333333,-62.184,-45.092
Q96HD1,P42772,81.59,90.76,0,-56.46,-52.02,-50.77,-44.71,-42.67,-42.44,-40.57,-38.73,-32.22,-31.71,-53.08333333,-49.326,-43.23
Q969G6,P42677,90.85,92.78,0,-56.14,-51.04,-46.35,-44.88,-39.54,-35.67,-29.34,-24.18,-21.76,-16.67,-51.17666667,-47.59,-36.557
Q9BYC9,P29350,91.47,86.41,0,-61.93,-61.24,-51.68,-45.96,-44.51,-38.23,-35.77,-34.71,-30.7,-16.89,-58.28333333,-53.064,-42.162
P68871,O14678,96.97,87.54,0,-72.58,-70.79,-57.95,-55.86,-55.49,-50.44,-44.83,-43.86,-43.57,-42.87,-67.10666667,-62.534,-53.824
Q9HDC9,Q9NPJ1,91.74,89.15,0,-81.22,-77.41,-71.95,-53.88,-44.44,-43.9,-42.75,-40.78,-29.76,-26.73,-76.86,-65.78,-51.282
P60880,Q99832,84.56,89.04,0,-66.12,-55.77,-50.9,-49,-46.69,-40.78,-38.78,-32.09,-30.8,-26.69,-57.59666667,-53.696,-43.762
P02771,Q6NUQ1,88.99,85.91,0,-59.31,-55.84,-49.01,-41.11,-32.55,-31.79,-30.61,-29.5,-26.34,-11.85,-54.72,-47.564,-36.791
Q9H6R6,Q9Y3D7,86.68,89.47,0,-91.96,-55.2,-53.34,-51.3,-49.84,-49.28,-47.22,-44.29,-40.23,-39.85,-66.83333333,-60.328,-52.251
P00797,Q93077,85.61,91.17,0,-74.65,-64.78,-53.38,-49.28,-48.35,-45.84,-45.51,-45.24,-38.3,-36.31,-64.27,-58.088,-50.164
Q9UQ53,Q9UM11,84.34,82.07,0,-71.99,-56.45,-49.73,-45.82,-34.6,-34.13,-33.53,-32.41,-30.02,-16.28,-59.39,-51.718,-40.496
P37268,Q08752,89.57,96.55,0,-48.92,-45.39,-37.97,-37.55,-36.81,-30.74,-28.89,-27.24,-25.75,-24.41,-44.09333333,-41.328,-34.367
P06858,Q9BTT4,91.21,92.86,0,-53.9,-51.43,-51.4,-51,-41.97,-41.82,-36.13,-35.55,-34.85,-27.01,-52.24333333,-49.94,-42.506
P19367,P50336,94.59,95.37,0,-73.01,-57.97,-53.78,-51.11,-42.96,-32.77,-32.69,-25.92,-24.47,-15.14,-61.58666667,-55.766,-40.982
O15228,Q9BY11,88.93,85.39,0,-81.79,-56.68,-53.58,-38.17,-30.71,-30.36,-29.41,-22.92,-19.09,-12.3,-64.01666667,-52.186,-37.501
P12236,Q96QE5,91.79,81.37,0,-51.38,-49.32,-47.73,-46.36,-44.66,-44.48,-39.96,-35.46,-35.14,-27.6,-49.47666667,-47.89,-42.209
P08559,P55769,94.75,95.05,0,-49.73,-47.14,-39.57,-38.21,-33.52,-30.69,-26.71,-26.23,-24.45,-11.46,-45.48,-41.634,-32.771
P62316,Q9H492,90.87,91.03,0,-73.33,-47.32,-44.61,-44.33,-32.14,-31.56,-26.04,-25.54,-25.24,-11.67,-55.08666667,-48.346,-36.178
Q9UBQ0,Q9UNE7,96.55,89.79,0,-55.15,-54.58,-48.02,-47.04,-43.73,-38.52,-32.16,-28.32,-28.3,-26.84,-52.58333333,-49.704,-40.266
Q9NY26,P68402,80.62,94.3,0,-84.53,-64.3,-59.59,-58.55,-54.83,-50.32,-43.95,-37.86,-30.91,-26.71,-69.47333333,-64.36,-51.155
P37268,P63279,89.57,97.47,0,-54.75,-54.58,-50.1,-48.79,-47.1,-47.07,-34.22,-31.34,-28.76,-10.3,-53.14333333,-51.064,-40.701
Q15819,Q06830,94.97,97.19,0,-69.18,-55.32,-50.95,-42.33,-41.38,-36.39,-31.91,-30.37,-30.21,-24.75,-58.48333333,-51.832,-41.279
Q7L5D6,P52788,88.32,95.18,0,-61.38,-46.82,-43.7,-43.33,-40.45,-38.71,-31.72,-26.79,-24.01,-18.45,-50.63333333,-47.136,-37.536
